단어,빈도
낙오,11
하겐,11
갚을,11
떠올라서,11
입히는,11
삼십,11
아령,11
린스,11
수분크림,11
마시고요,11
춥지,11
쪽지,11
친해지려고,11
젖어,11
뿔뿔이,11
나눴던,11
마시지,11
물어보기도,11
빗자루,11
평상,11
밀린,11
나왔네,11
먹으라는,11
구덩이,11
타다,11
경위,11
익명,11
치부,11
싸우게,11
친해지면,11
금도,11
보려고요,11
볶는,11
잡혀서,11
일진,11
산골,11
끊으면,11
찾으면은,11
노잼,11
캘리,11
유아인,11
어벤져스,11
명량,11
나온대,11
좋아지지,11
기생,11
교화,11
솔직,11
저지르는,11
클리오,11
잡으면서,11
되셨어요,11
벌었던,11
아따,11
다나,11
보고선,11
무산,11
닭다리,11
였었어요,11
싸우거나,11
세워야,11
기르,11
원목,11
팔릴,11
마시,11
물어봤지,11
인도네시아,11
인어공주,11
농약,11
하야,11
시들어,11
세도,11
살림살이,11
돌려도,11
보편화,11
고자,11
많아졌으면,11
날림,11
견종,11
사이사이,11
성인병,11
데려오게,11
깎을,11
숨겨,11
크더라,11
이루지,11
글라이더,11
사육사,11
했다거나,11
우리네,11
단무지,11
나진,11
식대,11
파업,11
보내라,11
크지가,11
하구나,11
형광,11
헤엄,11
주네,11
키웠다고,11
매개,11
벌면은,11
열심,11
남더라고,11
경찰대,11
의경,11
흔드는,11
덩이,11
입어요,11
구례,11
목적지,11
랜드마크,11
가신다면,11
즐기,11
내용물,11
타요,11
농도,11
힙하,11
생김새,11
그려져,11
않으시고,11
놀라긴,11
비관,11
오르지,11
만나더라도,11
맞추려고,11
크리에이터,11
상점,11
가지곤,11
바르면은,11
가르쳐주는,11
이르,11
하는지가,11
아차,11
되겠냐,11
피어,11
잃으면,11
도경수,11
느낌이었어요,11
갖춰진,11
뽀뽀,11
공룡,11
성형수술,11
칫솔,11
이찬원,11
보입니다,11
졸업생,11
맞춤법,11
어저,11
할머님,11
끝나도,11
대다,11
둘이가,11
낳는다고,11
코리안,11
출구,11
마크,11
신맛,11
만들었거든,11
제작자,11
잔치국수,11
모닝,11
원단,11
배우긴,11
였잖아요,11
밥통,11
갯벌,11
취약,11
다쳤는데,11
알로,11
키웠었던,11
기름값,11
세세한,11
올라오면서,11
스택,11
미처,11
죽으면은,11
묻히고,11
먹으면서도,11
티라미수,11
들어갔잖아,11
스킵,11
시베리아,11
농작물,11
뛰었던,11
열대,11
생맥주,11
남더라고요,11
나왔었던,11
나뉘는데,11
호실,11
가져오는,11
옛말,11
데려,11
묻은,11
생굴,11
어쩌겠어,11
애호박,11
라식,11
어머님께,11
락스,11
탄산수,11
심은,11
닦아도,11
걸었어요,11
나갈까,11
막바지,11
나주,11
투썸,11
떨어지는데,11
받았었거든요,11
맞을까요,11
후손,11
생수,11
했었으면,11
배트,11
충전기,11
허가,11
했다면은,11
싱잉,11
고음,11
스윙,11
과학자,11
느냐가,11
분수,11
역경,11
낳는다면,11
교향곡,11
울리는,11
규격,11
병역,11
드리지,11
미루다가,11
공차,11
신는데,11
느껴지거든요,11
바뀌잖아요,11
셀린느,11
해야겠지,11
쓰러질,11
무임,11
체인지,11
다녔었어요,11
쳤을,11
넘어져서,11
순서대로,11
빼도,11
걷지를,11
해독,11
뜨더라고요,11
종양,11
누르고,11
그야,11
놀랍게도,11
떠난,11
지오,11
참다,11
닭볶음탕,11
베어,11
대학원생,11
가장자리,11
따라와,11
넣었던,11
발매,11
얻어야,11
도와준다고,11
만나요,11
나트륨,11
레미제라블,11
평론가,11
않는다라는,11
예단,11
모르실,11
않다면,11
없어지면서,11
올랐어요,11
지나다니면서,11
팬서,11
잠드는,11
자연인,11
단호,11
묻혀서,11
파급,11
소란,11
갈매기,11
중소,11
낙찰,11
덜한데,11
엠엘비,11
투썸플레이스,11
심어서,11
베일,11
떡갈비,11
빌릴,11
했다니까,11
다리는,11
매사,11
고무장갑,11
치울,11
반겨,11
결석,11
키웠었거든요,11
작업실,11
새내기,11
줄줄이,11
길러야,11
줄어들어,11
견제,11
선행,11
플렉스,11
고독사,11
크도,11
벗어,11
복리,11
신경통,11
나가잖아요,11
경제학,11
유명인,11
보더콜리,11
부라,11
놓치지,11
장고,11
싸웠어요,11
잘살고,11
좋아졌다고,11
분실,11
수직,11
수평,11
참견,11
자중,11
한길,11
원딜,11
놓쳐,11
딸린,11
뛰어넘는,11
유지비,11
하네스,11
플리,11
콩국,11
이등병,11
유학생,11
사시는지,11
중개,11
크다는,11
감사할,11
카를,11
마개,11
대서,11
홀수,11
시긴,11
견주들,11
맞는다는,11
감사하다,11
빠진다고,11
유랑,11
잠바,11
스탠드,11
뛰다가,11
보았을,11
경과,11
원자력,11
케인,11
악질,11
곰장어,11
믿어서,11
느끼지는,11
걸어가,11
짚고,11
레그,11
북부,11
닦으면,11
정정,11
맞겠다,11
부스터,11
사귀게,11
팔았어요,11
물었을,11
두통,11
퇴마,11
소담,11
닫힌,11
율동,11
침수,11
아스날,11
김종민,11
플래닛,11
깨져,11
금산,11
출고,11
주산,11
놔둘,11
보석,11
않겠다라는,11
다리미,11
팔았고,11
입었으면,11
취두부,11
비밀번호,11
핫케이크,11
갓집,11
대마초,11
포레스트,11
히터,11
불면,11
키우시는데,11
보이차,11
윤정,11
특성화고,11
후진,11
국어교육,11
통역사,11
대롱,11
끊게,11
일출,11
먹나요,11
이오,11
쉬면은,11
수달,11
타짜,11
트레일,11
파워포인트,11
구천동,11
문경,11
타수,11
바텐더,11
안티,11
홍성,11
바타,11
모범생,10
다치게,10
포레,10
느껴진,10
느끼거나,10
생깁니다,10
생겨요,10
몰랐었는데,10
싶잖아요,10
영화감독,10
종업원,10
느껴졌고,10
조용조,10
리아,10
않긴,10
부르기,10
갔고요,10
어우러져서,10
들어온다,10
끝나지,10
흔들면서,10
가둬,10
신조,10
무관,10
하지라는,10
닉네임,10
보시잖아요,10
어그,10
늙은,10
보이더라,10
여직원,10
도모,10
경청,10
넘어도,10
쌀뜨물,10
닿아서,10
틀리게,10
오지랖,10
명목,10
자갈치,10
롤러코스터,10
넘어갔는데,10
비단,10
메이플,10
넘어오면서,10
하게도,10
뽑으면,10
스승,10
수동,10
참조,10
표준,10
샀잖아,10
일환,10
리더십,10
헛소리,10
찢어,10
맞는구나,10
흠집,10
샀었어,10
펼쳐,10
재수강,10
다녀왔고,10
명성,10
철수,10
왜곡,10
단일,10
흔들리지,10
카스텔라,10
박명수,10
형상,10
설루션,10
보길,10
깨지고,10
채굴,10
넣었으면,10
라이더,10
페트병,10
그루밍,10
핥고,10
발랐는데,10
쓸려고,10
올라오는데,10
뜨잖아,10
새치,10
빠는,10
눈병,10
아지,10
나왔잖아요,10
끊기가,10
백록담,10
청계산,10
고라니,10
챙겨야지,10
청경채,10
라나,10
넣는다고,10
먹겠,10
진안,10
듣거든,10
늘려서,10
풍요롭,10
익사,10
디아,10
백만,10
상반,10
대인데,10
와사비,10
담소,10
쉬어도,10
가셨는지,10
도미,10
보셔서,10
제인,10
푼돈,10
소릴,10
말썽,10
지내려고,10
억압,10
청국,10
말일,10
넣었어요,10
되려나,10
리오,10
앞산,10
잡았던,10
주든,10
외진,10
모으기,10
않겠지,10
황토,10
찍거나,10
일조,10
승용차,10
과천,10
산데,10
줍고,10
나서야,10
잠자고,10
저러,10
먹어서도,10
돌아볼,10
콤보,10
베리,10
바뀌었던,10
눈높이,10
요양보호사,10
올라오면은,10
떨어지면서,10
죽으니까,10
하루살이,10
내리면,10
최민식,10
지날,10
튀고,10
느끼면,10
견디고,10
알겠더라고요,10
올리는데,10
불호,10
나누면,10
든다는,10
헤어졌어,10
족보,10
나갔었는데,10
태어나는,10
끝났으니까,10
맞추다,10
차후,10
않았나라고,10
불러도,10
오셨나요,10
내려가야,10
사라지지,10
올라가요,10
팔공산,10
건너편,10
델리,10
비유,10
경산,10
팔긴,10
모형,10
개고,10
일선,10
잡념,10
찾아가야,10
물어보려고,10
시나리오,10
의과,10
나눠지는,10
드렸어요,10
자랐는데,10
라지,10
스쿠터,10
안장,10
생각났던,10
쉬었다가,10
감치,10
끝나고는,10
협찬,10
빼주,10
기금,10
제자,10
지체,10
가져오면,10
늘려야,10
처진,10
풍기,10
국립공원,10
악어,10
갓김치,10
자반,10
돌기,10
맛보고,10
보구,10
결승전,10
환호,10
헤딩,10
않겠구나,10
장관,10
시차,10
들어와요,10
생겨도,10
멈추고,10
사후,10
고착,10
살아가다,10
생겼지,10
순차,10
인솔,10
해장,10
내심,10
당길,10
문턱,10
포수,10
될만,10
선샤인,10
꾸며서,10
느껴야,10
지사,10
넘기면,10
커야,10
뺀다고,10
명언,10
도울,10
죽는다고,10
무르,10
간수,10
버무리,10
헤어져,10
터졌을,10
다리우스,10
메이,10
한테라,10
대나무,10
왔냐고,10
겠구나,10
다녔지만,10
했으니깐,10
어요,10
물어봤거든,10
쪼끄만,10
청담,10
먹었고요,10
슬라이드,10
구미,10
오르더라고요,10
걸은,10
뮌헨,10
하셨었나요,10
급수,10
특선,10
서울시,10
보셨는데,10
몸통,10
돌면,10
각지,10
남는다고,10
계해,10
이스,10
초소,10
잠수함,10
가축,10
책임지고,10
먹는구나,10
켤레,10
튀지,10
외울,10
폴리,10
재판,10
원화,10
정확,10
팔았지,10
디디,10
천사,10
웹사이트,10
따지게,10
반나절,10
돌아가지,10
시켜줘,10
빈혈,10
번역기,10
쉬우니까,10
찍으면서,10
만나지는,10
떠오르네요,10
드립,10
크지도,10
들판,10
방아,10
붙었는데,10
저지,10
원상,10
과도기,10
참아야,10
복사,10
선언,10
갔는,10
이었잖아요,10
빠지긴,10
해야지라고,10
가꾸는,10
사교성,10
다녔거든,10
만났거든,10
했음에도,10
대가리,10
만들면서,10
갇혀서,10
거북목,10
되던데,10
익숙,10
코코넛,10
갔네,10
화거,10
종자,10
달라지,10
따게,10
굴려,10
화공,10
용달,10
아버,10
막말,10
놀게,10
났네,10
고래상어,10
합성,10
증진,10
마고,10
드셨나요,10
친해지,10
다니잖아요,10
도와주면,10
되는지에,10
스푼,10
바꿨어요,10
드시면서,10
찾아봤어,10
해녀,10
살았다고,10
넣었다,10
눈길,10
정속,10
구를,10
쏟아져,10
취할,10
주셨는데요,10
도의,10
흉내,10
바꿨는데,10
식후,10
캐니,10
쏟는,10
감회,10
치시는,10
강가,10
줬지,10
토플,10
유흥,10
봐야겠다는,10
않는다거나,10
봐야겠다라고,10
됐다라는,10
쿵푸,10
줬단,10
끝났어,10
쫄깃쫄깃,10
하노이,10
사거리,10
화두,10
드시니까,10
사는구나,10
도망간,10
쓰러져서,10
에메랄드,10
민달팽이,10
잡종,10
들이죠,10
뒤집어서,10
택하,10
임부복,10
평상복,10
키우잖아,10
하기보다,10
바뀐다는,10
쪼학,10
최상,10
느껴지긴,10
퍼지는,10
잔고,10
왔는데도,10
든단,10
볼캡,10
생머리,10
신게,10
그만두지,10
청결,10
곤란,10
깔창,10
코오롱,10
살아날,10
안팎,10
고르게,10
지났을,10
용법,10
조심하면서,10
끈끈,10
찍는데,10
찾아보지,10
늘어나지,10
올라오거든요,10
내다,10
들렀다가,10
팝니다,10
스피닝,10
깨야,10
제정,10
만들면은,10
화질,10
낳는다,10
도둑,10
원랜,10
기점,10
볼륨,10
찍어도,10
포테이토,10
들었어서,10
이엠,10
하느,10
거치면서,10
이루어지고,10
동창회,10
돌았는데,10
컸기,10
탐사,10
되는진,10
만우절,10
컸으면,10
않단,10
받잖아,10
양상추,10
하남,10
싸긴,10
걸리거든요,10
돌아가셨거든요,10
쓰지를,10
개연,10
치더,10
앞길,10
키친,10
로스팅,10
신작,10
지연,10
형광등,10
쏘고,10
편이었던,10
플로,10
구울,10
브루노,10
초음파,10
해야겠죠,10
해야겠다고,10
환산,10
고용주,10
줄이면,10
컴퓨터공학,10
담벼락,10
감지,10
걸어요,10
훼손,10
보자는,10
겨자,10
몽블랑,10
전분,10
휴무,10
밸리,10
로스트,10
지으면,10
김칫국,10
브리,10
중견,10
따라올,10
받았다는,10
양념장,10
인실을,10
크지만,10
짐하게,10
얻었어,10
극성,10
오던,10
다세대,10
가까워질,10
최적,10
굴곡,10
스르,10
카운트,10
증여,10
잔금,10
생활권,10
빠졌고,10
따라가면,10
케이블,10
이두나,10
휠체어,10
장식품,10
유선,10
가설,10
지휘,10
났지,10
넘겨서,10
빅맥,10
스트릿,10
브랜딩,10
인체,10
많아지다,10
넘기면서,10
선교사,10
하겠어서,10
되겠더라,10
생식,10
후대,10
했었었고,10
베풀고,10
금메달,10
전선,10
앞선,10
친해지면은,10
시청률,10
방송사,10
들어는,10
맞는지는,10
느끼시는,10
합쳐진,10
벙거지,10
갈아타고,10
어리다,10
진라면,10
입더라고,10
장래희망,10
닮지,10
않기도,10
높아질,10
무덤,10
빠졌을,10
듀엣,10
바운,10
성행,10
않으니깐,10
굶고,10
빌트,10
이민자,10
마야,10
건축가,10
은연중,10
떨어지긴,10
누리는,10
씁니다,10
지내자,10
않겠다라고,10
대들은,10
하숙,10
인치,10
소포,10
팔거든요,10
뒤편,10
별장,10
군산,10
남이섬,10
그리스,10
느낌이었고,10
돌아가야,10
만한데,10
살려야,10
받던,10
받는다거나,10
열기,10
각색,10
보내려고,10
맞아야지,10
차림,10
잘랐는데,10
떨어졌어요,10
고트,10
변환,10
천재,10
채점,10
냈을,10
떨어져야,10
감자전,10
생겨나고,10
쓸만,10
송금,10
떨어졌다,10
해파리,10
호스,10
플랭크,10
넘어가게,10
디렉트,10
밤하늘,10
각광,10
대대로,10
노홍철,10
몰에서,10
창밖,10
폼클렌징,10
대들,10
잃게,10
병상,10
취침,10
밤새도록,10
연쇄,10
황태,10
본데,10
조사해,10
버렸다,10
없어지더라고요,10
열면은,10
아울렛,10
벗어나는,10
돌아다녔는데,10
끊었어요,10
안타,10
단독주택,10
담낭,10
받았었고,10
등뼈,10
설산,10
않으셨나요,10
탤런트,10
영주,10
보려면은,10
습관화,10
보일까,10
비춰지는,10
다시금,10
깜깜,10
놔뒀다가,10
팔았다,10
동그라미,10
물어보지,10
흥미진진,10
국경,10
미어캣,10
페어,10
돌아서면,10
자석,10
토끼는,10
바뀌어도,10
기다렸는데,10
결혼기념일,10
줄인,10
어울리는지,10
폐쇄,10
지뢰,10
걸렸었던,10
시사회,10
남궁민,10
통신사,10
꾸며야,10
나가지도,10
잊혀지지가,10
주력,10
티슈,10
넘어가지,10
싶냐,10
최우식,10
받으려면,10
공중,10
낭송,10
침범,10
조합원,10
라로슈포제,10
일당,10
강호동,10
별것,10
헬멧,10
혼났던,10
여자도,10
빠져나가는,10
죽게,10
족구,10
구장,10
묶음,10
성균관대,10
지나가면은,10
예술가,10
망가져,10
여섯,10
고스,10
해약,10
반송,10
느꼈지,10
연못,10
받았으니까,10
일본여행,10
레이즈,10
할지를,10
스캣,10
않았었거든,10
크레아틴,10
가져가라,10
짬짬이,10
식도락,10
낙타,10
끼리끼리,10
군단,10
스코어,10
발롱도르,10
어려워지는,10
전문의,10
머드,10
엠아르아,10
토픽,10
채원,10
사냥개,10
매각,10
키우거나,10
골절,10
지내요,10
소나,10
분갈이,10
연로,10
지다,10
사직동,10
하셨지,10
동백꽃,10
뱅글,10
알아보게,10
주눅,10
연주회,10
끊지,10
베이비샤워,10
트래킹,10
콩팥,10
순종,10
밟는,10
박혀서,10
넘기,10
귀마개,10
조류,10
까마귀,10
거대,10
호핑,10
특허,10
메멘토,10
식혜,10
만났어,10
포화,10
셋값,10
끝났고,10
루시,10
대절,10
오신다고,10
국영수,10
받았고요,10
구양순,10
지키,10
전라남도,10
바벨,10
가식,10
가장이,10
연료,10
닿았던,10
파의,10
초성,10
할리갈리,10
안다는,10
커팅,10
창의성,10
창의력,10
시켰고,10
르꼬끄,10
사시나요,10
구형,10
체지방,10
미꾸라지,10
들어가는지,10
푸시업,10
늦는,10
공도,10
갈릴,10
육아용품,10
레트,10
하안동,10
저수지,10
스레드,10
문래,10
연명,10
주시거나,10
백령도,10
스키니진,10
워런,10
뒤꿈치,10
팸플릿,10
노동법,10
끓기,10
콘솔,10
행정사,10
수축,9
팔로,9
운동량,9
다뤄,9
연륜,9
클레이,9
벌다가,9
쌓으면서,9
줬지만,9
묘지,9
쫓아가서,9
들여놓고,9
반납,9
찾아오고,9
살아나는,9
받거든요,9
지친,9
뺏기는,9
실속,9
땅굴,9
대론,9
처져,9
지방도,9
올드,9
벌리지,9
따라오고,9
보냈습니다,9
가시거나,9
스쳐,9
느낌이거든요,9
원빈,9
꽹과리,9
깨닫는,9
플래카드,9
답례,9
잡는데,9
가듯이,9
보냈으면,9
품은,9
들어간다는,9
끓여요,9
걸러서,9
지내긴,9
농사짓고,9
속성,9
들어줄,9
앞다리,9
뿐더러,9
낙지,9
담았는데,9
짜지,9
만들어지는,9
묵었던,9
찾아봐도,9
다운로드,9
줬으니까,9
덜컥,9
믿는다고,9
끊었는데,9
합당,9
싸면은,9
오이도,9
표지,9
실존,9
고심,9
바꾼다면,9
썼다는,9
올라와요,9
혼인신고,9
전기밥솥,9
했더라도,9
굶는,9
쫄딱,9
일기장,9
다쳤던,9
키우지는,9
않으시는,9
크가,9
느꼈냐,9
웰시,9
코기,9
키우겠다,9
놔둬,9
걸리거나,9
맞니,9
이목구비,9
탔어,9
씻으면,9
만날까,9
토시,9
똥손,9
매니큐어,9
아리,9
하게는,9
무협,9
일으키는,9
직결,9
도봉산,9
찾으시는,9
똥글똥글,9
하천,9
어쨌,9
생각나지,9
구급차,9
이상인,9
경연,9
오냐오냐,9
융합,9
서산,9
해봅시다,9
다녀오셨어요,9
왔는,9
않았어서,9
폐교,9
드니,9
잤거든,9
들어오자마자,9
알아도,9
생긴다는,9
보신탕,9
짠맛,9
고르면,9
오코노미야키,9
조심하셔야,9
마시다,9
섞여서,9
않겠,9
전수,9
즉각,9
물어봤었는데,9
알려고,9
빠듯,9
가던데,9
받거든,9
받기가,9
운송,9
태생,9
금세,9
